Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
regret,18,18,9.61,2.38,1384
potential,18,18,9.61,2.62,960
sacrifice,18,18,9.61,3.22,913
sec,19,18,9.61,3.68,877
wisdom,18,18,9.61,2.89,565
attraction,18,18,9.61,2.23,348
obsession,18,18,9.61,2.12,289
ministry,19,18,9.61,2.64,196
empress,18,18,9.61,3.33,147
whatnot,19,18,9.61,4.37,101
fringe,18,18,9.61,3.29,85
healer,18,18,9.61,3.96,84
tracker,18,18,9.61,3.29,83
flattery,18,18,9.61,2.45,70
elegance,18,18,9.61,2.59,65
possessive,18,18,9.61,3.66,65
landmark,19,18,9.61,2.38,64
descendant,19,18,9.61,3.16,55
bloodthirsty,18,18,9.61,4.53,49
brainstorm,18,18,9.61,2.2,40
rein,19,18,9.61,4.68,39
distilled,18,18,9.61,2.93,32
confidant,18,18,9.61,3.91,31
murky,19,18,9.61,2.68,31
urination,18,18,9.61,3.16,28
cauldron,19,18,9.61,3.22,24
cakewalk,19,18,9.61,3.24,21
popper,20,18,9.61,4.05,20
shrivel,19,18,9.61,2.89,20
hoedown,19,18,9.61,3.13,17
unsupported,18,18,9.61,2,13
cliffhanger,19,18,9.61,3.09,13
armful,19,18,9.61,3.18,12
wingspan,19,18,9.61,2.95,10
topsoil,18,18,9.61,4.69,10
undercooked,18,18,9.61,2.55,9
suckle,19,18,9.61,2.17,9
sharpie,18,18,9.61,4.5,7
tenderize,18,18,9.61,3.01,7
unsinkable,18,18,9.61,2.91,5
brachiosaurus,20,18,9.61,5.3,5
unblocked,19,18,9.61,2.62,3
herdsman,18,18,9.61,4.03,1
hatband,20,18,9.61,3.05,1
rattail,19,18,9.61,3.15,1
absentmindedness,18,18,9.61,3.09,1
colonel,1922,1890,9.62,2.94,4909
ought,18,16,9.62,2.63,4118
stressful,21,21,9.62,3.93,128
commotion,21,21,9.62,2.58,106
briar,18,16,9.62,3.05,39
deathly,22,21,9.62,3.31,28
migrate,21,21,9.62,2.6,21
midsection,21,21,9.62,3.01,19
nativity,22,21,9.62,4.98,18
twiddle,18,13,9.62,3.93,15
pallbearer,18,13,9.62,3.52,11
undreamed,19,16,9.62,2.39,5
thimbleful,19,16,9.62,4.01,4
swordswoman,18,13,9.62,3.31,1
packable,21,21,9.62,3.02,1
expert,19,19,9.63,2.61,1128
perimeter,21,19,9.63,2.03,461
vast,20,19,9.63,2.63,311
slack,19,19,9.63,3.32,302
preserve,19,19,9.63,1.95,287
legacy,19,19,9.63,2.97,256
sheer,19,19,9.63,2.5,233
cove,20,19,9.63,2.5,166
shrine,19,19,9.63,3.4,151
pulp,19,19,9.63,2.83,93
advertise,19,19,9.63,2.19,84
faulty,19,19,9.63,3.42,83
swipe,19,19,9.63,3.2,82
cylinder,19,19,9.63,2.59,80
provider,19,19,9.63,2.91,74
regroup,19,19,9.63,3.2,72
perk,19,19,9.63,3.93,72
disorderly,19,19,9.63,2.41,69
secretive,19,19,9.63,2.39,68
metallic,19,19,9.63,3.06,67
topside,19,19,9.63,2.5,66
diagram,19,19,9.63,2.56,65
toupee,19,19,9.63,2.61,64
unnoticed,19,19,9.63,2.22,62
fragrance,19,19,9.63,3.17,60
buildup,19,19,9.63,1.89,59
figment,19,19,9.63,2.93,55
plunger,19,19,9.63,4.94,48
flaky,19,19,9.63,2.24,45
paprika,19,19,9.63,2.79,41
drawback,19,19,9.63,2.67,32
nourish,19,19,9.63,2.79,22
planetarium,19,19,9.63,2.89,20
forbidding,19,19,9.63,3.64,20
developmental,19,19,9.63,2.61,19
literate,19,19,9.63,3.48,17
strainer,19,19,9.63,3.7,14
broiler,19,19,9.63,2.79,10
quarrelsome,21,19,9.63,4.46,8
unfashionable,19,19,9.63,2.54,8
completeness,20,19,9.63,1.83,7
greenery,19,19,9.63,3.76,7
removable,19,19,9.63,4.52,6
wholesomeness,19,19,9.63,2.97,5
unpopulated,20,19,9.63,3.11,3
kindliness,20,19,9.63,3.83,2
nonpaying,19,19,9.63,3.24,1
unstring,19,19,9.63,2.85,1
con,22,22,9.64,3.17,644
frail,22,22,9.64,3.03,81
setter,18,14,9.64,4.2,19
lemony,20,14,9.64,5.11,6
cowshed,19,14,9.64,3.13,2
pickoff,18,14,9.64,3.08,1
scheme,20,20,9.65,2.68,370
pneumonia,20,20,9.65,2.87,257
mistletoe,20,20,9.65,3.63,98
simmer,20,20,9.65,3.25,87
accord,18,17,9.65,2.74,83
isle,18,17,9.65,4.68,62
moat,21,20,9.65,3.08,60
unrelated,20,20,9.65,2.72,54
dune,18,17,9.65,2.6,51
flexibility,20,20,9.65,2.76,50
frock,18,17,9.65,4.23,43
mislead,20,20,9.65,2.58,38
classify,20,20,9.65,2.48,32
sweetener,20,20,9.65,2.54,14
klutzy,19,17,9.65,3.33,5
overwater,20,17,9.65,2.89,4
unmannerly,18,17,9.65,3.57,3
seafront,20,20,9.65,4.15,3
beltless,19,17,9.65,2.74,2
neckerchief,19,17,9.65,3.81,2
pimpled,21,20,9.65,2.16,2
unbury,20,17,9.65,3.81,1
windburn,19,17,9.65,3.28,1
houseless,20,17,9.65,3.35,0.5
wildcard,35,35,9.66,3.68,1
nerve,21,21,9.67,3.32,1171
procedure,18,18,9.67,2.45,823
mob,18,18,9.67,3.09,660
intense,18,18,9.67,4.21,520
income,18,18,9.67,2.89,378
ammunition,18,18,9.67,2.54,300
offend,18,18,9.67,3.48,266
formation,18,18,9.67,2.59,203
operative,18,18,9.67,2.74,166
prejudice,19,18,9.67,2.54,163
medieval,18,18,9.67,3.05,151
witchcraft,18,18,9.67,3.22,140
efficiency,18,18,9.67,3.18,139
whiff,19,18,9.67,2.79,127
sow,18,18,9.67,3.79,98
fashionable,18,18,9.67,2.79,98
tempo,18,18,9.67,3.43,86
coil,21,21,9.67,3.6,82
heathen,19,18,9.67,3.18,81
famished,18,18,9.67,4.24,73
conjunction,18,18,9.67,2.33,66
readiness,18,18,9.67,3.48,60
recollect,18,18,9.67,2.97,54
overworked,18,18,9.67,2.59,50
doable,19,18,9.67,2.17,47
misleading,18,18,9.67,3.43,43
heirloom,18,18,9.67,3.61,43
limber,18,18,9.67,3.27,42
flunky,20,15,9.67,2.5,35
migration,18,18,9.67,1.81,33
towering,18,18,9.67,2.91,32
preface,18,18,9.67,2.59,28
halfback,18,15,9.67,2.94,27
rifleman,18,18,9.67,3.45,27
carnivorous,18,18,9.67,2.06,26
jabber,19,18,9.67,2.97,25
paralyze,18,18,9.67,3.74,24
ajar,19,18,9.67,3.12,23
blameless,18,18,9.67,4.17,21
unsigned,18,18,9.67,2.54,20
unclaimed,18,18,9.67,2.99,19
narration,19,18,9.67,3.07,14
occupancy,18,18,9.67,2.4,14
bended,18,18,9.67,3.91,12
fluoride,21,21,9.67,5,12
helplessness,18,18,9.67,1.88,12
hopelessness,18,18,9.67,3.16,11
randomness,18,18,9.67,3.01,9
loincloth,18,18,9.67,2.52,9
hopefulness,18,18,9.67,2.54,8
stationmaster,18,18,9.67,2.7,8
sportscaster,18,18,9.67,3.14,7
cheapo,18,18,9.67,3.83,7
safecracker,18,18,9.67,3.24,7
geographer,21,21,9.67,3.38,5
awfulness,18,18,9.67,3.73,5
moneybag,18,18,9.67,2.93,4
onside,19,15,9.67,3.2,4
unhorse,18,12,9.67,3.06,4
bangtail,19,6,9.67,4.37,3
funfair,19,12,9.67,3.58,3
lawmaker,19,18,9.67,2.09,3
fishtail,18,18,9.67,3.87,2
baptizer,19,18,9.67,3.11,1
mislabel,18,18,9.67,3.22,1
outclass,19,18,9.67,2.59,1
daybed,19,18,9.67,3.58,1
guiltiness,18,18,9.67,3.09,1
mercifulness,18,18,9.67,3.45,1
nonreligious,19,18,9.67,3.27,1
direct,19,19,9.68,2.89,1226
satisfied,19,19,9.68,3.2,791
monitor,19,19,9.68,4.27,669
undercover,19,19,9.68,2.4,598
principle,19,19,9.68,4.51,395
substance,19,19,9.68,2.45,364
fax,22,22,9.68,3.31,357
booty,19,19,9.68,4.12,313
precise,19,19,9.68,2.81,265
mode,19,19,9.68,3.56,263
reconsider,19,19,9.68,2.81,256
partial,19,19,9.68,3.54,247
blackout,19,19,9.68,3.02,225
poverty,19,19,9.68,2.89,221
warlock,19,19,9.68,3.68,185
cadet,19,19,9.68,2.98,176
atom,19,19,9.68,3.2,140
improvise,19,19,9.68,2.79,127
constitutional,20,19,9.68,2.79,112
radiant,19,19,9.68,3.79,110
interstate,19,19,9.68,3.45,110
billionaire,19,19,9.68,3.13,98
pinpoint,19,19,9.68,3.27,92
extravagant,19,19,9.68,2.54,74
prediction,19,19,9.68,2.67,66
hairline,19,19,9.68,4.23,62
spatter,21,19,9.68,3.18,60
lawman,19,19,9.68,2.77,58
archaeologist,19,19,9.68,2.4,57
guacamole,19,19,9.68,5.12,56
presentable,19,19,9.68,3,50
cloaking,20,19,9.68,3,42
pheasant,19,19,9.68,2.24,41
overjoyed,19,19,9.68,2.38,37
seedy,20,19,9.68,3.58,37
unruly,19,19,9.68,1.92,36
communicator,19,19,9.68,3.25,36
lovesick,19,19,9.68,2.36,35
stupendous,19,19,9.68,2.47,33
treatable,19,19,9.68,2.5,29
misuse,19,19,9.68,2.5,28
knighthood,19,19,9.68,3.13,26
reviewer,19,19,9.68,2.87,26
bratwurst,20,19,9.68,3.18,24
immerse,19,19,9.68,3.64,14
stirrup,19,19,9.68,4.07,12
unimpressive,19,19,9.68,3.09,12
southerner,19,19,9.68,3.18,11
talentless,19,19,9.68,3.06,10
beautify,19,19,9.68,2.6,8
pollinate,19,19,9.68,3.32,7
praiseworthy,19,19,9.68,3.09,4
italic,19,19,9.68,2.43,3
inequality,19,19,9.68,2.71,3
repackage,19,19,9.68,2.26,3
lookalike,19,19,9.68,2.93,3
overpay,19,19,9.68,3.38,2
overdress,19,19,9.68,3.15,1
tackiness,19,19,9.68,3.58,1
duplicator,19,19,9.68,2.63,1
fogginess,19,19,9.68,3.06,1
veil,18,16,9.69,3.84,151
dimwit,19,16,9.69,2.77,38
batty,18,16,9.69,2.39,35
knick,18,16,9.69,4.11,20
logjam,19,13,9.69,2.5,4
pleated,21,16,9.69,3.98,4
hogshead,18,13,9.69,4.29,1
computer,20,20,9.7,6.04,3011
naval,21,20,9.7,3.47,292
scenery,20,20,9.7,3.11,193
observer,20,20,9.7,2.2,188
meek,21,20,9.7,2.3,88
strengthen,20,20,9.7,2.25,82
num,20,10,9.7,4.47,28
rambunctious,20,20,9.7,3.21,14
immigrate,20,20,9.7,2.99,5
magnifier,20,20,9.7,4.04,3
unlivable,20,20,9.7,2.89,3
teashop,20,20,9.7,3.25,3
unrefrigerated,20,20,9.7,3.76,2
exaggerator,20,20,9.7,3.28,2
involve,21,21,9.71,2.55,330
vertical,21,21,9.71,2.81,141
criticize,21,21,9.71,2.61,110
foolproof,21,21,9.71,2.8,94
chord,19,17,9.71,4.84,93
accuracy,21,21,9.71,2.55,76
confine,18,17,9.71,2.62,50
grit,18,17,9.71,3.48,48
gunnery,18,17,9.71,2.66,45
seamstress,18,17,9.71,4.19,27
wisp,18,17,9.71,3.5,21
codfish,18,14,9.71,3.22,21
topnotch,21,21,9.71,3.13,20
cautionary,21,21,9.71,4.28,18
radioman,18,14,9.71,3.24,11
ail,19,17,9.71,2.37,11
punter,18,17,9.71,3.75,5
cheapie,19,14,9.71,3.38,3
snorkeler,18,17,9.71,2.08,2
upstroke,19,14,9.71,1.73,1
niftiness,19,17,9.71,2.28,1
opportunity,18,18,9.72,2.72,2091
trauma,18,18,9.72,2.74,869
conscience,18,18,9.72,2.78,709
remarkable,18,18,9.72,3.39,641
deed,19,18,9.72,3.86,475
delightful,18,18,9.72,3.41,469
tension,18,18,9.72,2.85,436
depth,18,18,9.72,3.32,421
hustle,18,18,9.72,3.69,402
factor,18,18,9.72,2.4,370
elegant,18,18,9.72,2.44,320
fag,18,18,9.72,3.01,275
boogie,18,18,9.72,3.21,265
irresponsible,18,18,9.72,2.59,237
grenade,18,18,9.72,2.61,235
sanctuary,18,18,9.72,3.21,220
reef,18,18,9.72,2.19,204
thrust,18,18,9.72,2.42,197
bowel,18,18,9.72,3.89,183
plantation,18,18,9.72,3.25,170
overlook,18,18,9.72,1.99,148
parenting,18,18,9.72,4.48,134
morbid,18,18,9.72,2.59,132
sodium,18,18,9.72,3.06,126
steaming,18,18,9.72,3.54,101
residential,18,18,9.72,3.03,91
heartache,18,18,9.72,1.9,74
inconsiderate,18,18,9.72,3.16,73
quail,21,18,9.72,3.12,68
unsuspecting,18,18,9.72,2.67,53
pesky,19,18,9.72,3.21,52
hubby,18,18,9.72,3.06,51
rancher,19,18,9.72,4.21,47
joyride,18,18,9.72,2.67,45
speakerphone,18,18,9.72,3.25,45
eastbound,18,18,9.72,2.54,40
immaculate,19,18,9.72,4.04,40
southbound,19,18,9.72,4.04,40
compost,18,18,9.72,4.57,28
restriction,18,18,9.72,1.87,26
terrorize,18,18,9.72,2.52,26
nerdy,18,18,9.72,3.39,24
lanky,18,18,9.72,2.61,22
icebreaker,18,18,9.72,3.08,21
enclosure,19,18,9.72,2.52,20
nutritional,18,18,9.72,3.63,20
disqualification,18,18,9.72,3.08,18
clergyman,18,18,9.72,3.14,17
originate,18,18,9.72,2.74,15
wean,19,18,9.72,3.97,13
colonize,18,18,9.72,2.3,13
snobby,18,18,9.72,2.67,12
spoof,18,18,9.72,2.99,12
midsize,18,18,9.72,3.36,10
divider,18,18,9.72,2.52,8
glassware,18,18,9.72,2.08,7
unrewarded,18,18,9.72,2.27,7
rockslide,18,18,9.72,1.93,6
coldhearted,18,18,9.72,3.08,5
settler,19,18,9.72,3.69,4
unconquered,18,18,9.72,2.72,4
drawstring,18,18,9.72,4.07,3
wearable,18,18,9.72,3.44,3
prepackaged,18,18,9.72,2.4,3
preventable,18,18,9.72,1.81,2
unavailability,18,18,9.72,2.74,2
rediscovery,19,18,9.72,2.56,1
disturber,18,18,9.72,3.08,1
spinal,22,22,9.73,2.16,218
swank,18,15,9.73,2.52,24
remix,22,22,9.73,4.03,16
bluebeard,19,15,9.73,2.87,12
spittle,18,15,9.73,3.86,12
rooky,20,15,9.73,3.15,4
icefall,18,15,9.73,4.96,2
motherfucker,19,19,9.74,5.11,2616
objection,19,19,9.74,2.56,1108
indicate,19,19,9.74,3.31,425
consciousness,19,19,9.74,3.18,413
occur,19,19,9.74,2.21,379
shipment,19,19,9.74,2.83,322
replacement,19,19,9.74,2.7,317
bribe,19,19,9.74,2.68,308
restless,19,19,9.74,2.92,247
translation,19,19,9.74,2.66,239
academic,19,19,9.74,2.98,238
stunning,19,19,9.74,3.38,209
powerless,19,19,9.74,3.48,192
seizure,19,19,9.74,3.78,190
luncheon,19,19,9.74,3.28,167
adjustment,19,19,9.74,3.05,158
decline,19,19,9.74,4.29,152
revolting,19,19,9.74,3.59,98
giddy,19,19,9.74,2.05,91
lard,19,19,9.74,3.8,86
gunpowder,19,19,9.74,3.02,85
ferocious,19,19,9.74,3.14,79
bitterness,19,19,9.74,2.68,72
shawl,19,19,9.74,2.81,70
flawed,19,19,9.74,2.79,63
tidings,19,19,9.74,3.94,57
insecurity,19,19,9.74,3.16,55
nook,19,19,9.74,3.43,54
newsstand,19,19,9.74,2.7,53
redecorate,19,19,9.74,2.86,52
mural,20,19,9.74,2.75,52
tycoon,21,19,9.74,3.38,52
nutrition,19,19,9.74,1.85,48
molester,19,19,9.74,2.83,43
impressionable,19,19,9.74,2.79,43
censor,19,19,9.74,2.75,42
hunky,19,19,9.74,2.77,42
nobleman,19,19,9.74,2.64,37
gory,20,19,9.74,3.03,37
plateau,19,19,9.74,2.38,29
ringleader,19,19,9.74,3.11,27
mildew,19,19,9.74,2.79,22
downy,20,19,9.74,3.77,21
colorblind,19,19,9.74,3.18,17
uncontrolled,19,19,9.74,2.68,15
workroom,19,19,9.74,4.91,11
honeybunch,20,19,9.74,2.86,10
hamstring,19,19,9.74,3.23,10
ornamental,19,19,9.74,3.19,9
throaty,20,19,9.74,2.96,9
geometrical,19,19,9.74,2.68,6
sprinter,19,19,9.74,2.98,5
nondairy,20,19,9.74,3.23,5
dramatization,19,19,9.74,2.98,4
mysteriousness,19,19,9.74,2.54,4
marbled,19,19,9.74,3.02,3
unsettle,19,19,9.74,2.64,3
unshaved,19,19,9.74,3.43,2
undock,20,19,9.74,3.14,1
unclip,19,19,9.74,3.62,1
watchfulness,19,19,9.74,2.58,1
repay,20,20,9.75,2.71,265
caretaker,20,20,9.75,3.35,125
refined,20,20,9.75,2.38,103
snag,20,20,9.75,3.11,97
bio,20,20,9.75,4.23,88
pedestrian,20,20,9.75,2.99,71
depress,20,20,9.75,2.55,36
nursemaid,18,16,9.75,4.25,28
wrongdoing,20,20,9.75,3.46,26
textile,20,20,9.75,2.65,25
stubby,18,16,9.75,3.47,25
woodsman,20,20,9.75,3.8,23
leavings,20,16,9.75,4.65,10
handspring,18,16,9.75,3.19,8
coonskin,18,16,9.75,4.01,5
dint,18,16,9.75,3.59,4
closetful,18,16,9.75,4.28,3
constrict,20,20,9.75,2.17,3
hauler,19,16,9.75,3.36,3
protractor,20,20,9.75,2.38,3
outstare,18,16,9.75,3.44,2
cheeseboard,19,16,9.75,4.8,2
unshelled,20,20,9.75,3.61,2
sandglass,18,16,9.75,3.45,1
casher,19,12,9.75,3.11,1
escapable,20,20,9.75,2.29,1
illustrative,20,20,9.75,3.06,1
unbelief,20,16,9.75,3.82,1
womanlike,21,20,9.75,3.78,1
civilian,21,21,9.76,4.67,479
priceless,21,21,9.76,2.96,212
hotshot,18,17,9.76,4.1,179
wedded,18,17,9.76,2.25,164
stoop,21,21,9.76,3.6,125
orchid,21,21,9.76,4.23,110
barbarian,18,17,9.76,3.68,92
emerge,21,21,9.76,2.12,88
bleeder,18,17,9.76,3.19,60
buoy,18,17,9.76,2.97,60
gazebo,18,17,9.76,3.03,46
temperamental,18,17,9.76,3.23,41
infomercial,18,17,9.76,4.09,31
plainclothes,18,17,9.76,4.28,28
inlet,18,17,9.76,2.28,23
symbolize,21,21,9.76,2.84,21
dimmer,18,17,9.76,2.95,17
inescapable,18,17,9.76,3.31,14
shuck,19,17,9.76,2.49,13
sopping,19,17,9.76,2.49,11
prelaunch,18,17,9.76,2.08,8
repacking,18,17,9.76,4.04,3
guidepost,19,17,9.76,4.41,2
overachieve,18,17,9.76,3.31,2
unhandsome,20,17,9.76,3.33,1
muss,19,13,9.77,3.7,31
global,18,18,9.78,2.24,321
departure,18,18,9.78,2.96,275
suitable,18,18,9.78,1.96,247
accomplice,18,18,9.78,2.82,216
betrayal,18,18,9.78,2.29,216
tux,18,18,9.78,2.9,176
defy,19,18,9.78,2.73,158
flaw,19,18,9.78,1.96,155
transmit,18,18,9.78,3.21,146
withdrawal,18,18,9.78,2.9,146
rewrite,18,18,9.78,2.76,140
knack,18,18,9.78,2.76,127
pluck,19,18,9.78,3.41,118
missionary,18,18,9.78,3.49,109
salsa,18,18,9.78,5.24,109
bowels,18,18,9.78,4.29,87
immigrant,18,18,9.78,2.84,79
midtown,19,18,9.78,3.72,75
typhoon,18,18,9.78,2.16,75
brittle,18,18,9.78,2.21,71
swordsman,18,18,9.78,3.8,64
stronghold,18,18,9.78,2.29,60
alarming,18,18,9.78,2.24,58
boutique,18,18,9.78,2.78,55
chummy,19,18,9.78,3.06,54
canon,18,18,9.78,3.44,50
activation,18,18,9.78,3.44,43
godless,18,18,9.78,2.88,42
sidecar,19,18,9.78,2.62,30
backdrop,19,18,9.78,3.66,24
pane,18,18,9.78,2.98,24
mosaic,19,18,9.78,4.47,23
effortless,18,18,9.78,2.39,21
sportswear,18,18,9.78,4.07,19
magma,19,18,9.78,2.24,18
sunstroke,19,18,9.78,3.1,15
populate,18,18,9.78,2.41,12
womenfolk,18,18,9.78,3.3,8
separateness,19,18,9.78,2.32,7
encircle,18,18,9.78,3.14,7
unmatched,19,18,9.78,3.52,7
honker,21,18,9.78,3.23,6
lubber,19,9,9.78,3.87,5
overinflated,19,18,9.78,3.41,4
redcoat,19,18,9.78,2.96,4
noiseless,18,18,9.78,2.9,3
overbid,18,18,9.78,3.35,2
worthlessness,19,18,9.78,3.08,2
plainness,19,18,9.78,3.04,2
defensiveness,18,18,9.78,2.8,1
handicraft,18,18,9.78,3.35,1
unwarned,18,18,9.78,3.21,1
neckband,19,18,9.78,4.92,1
questioner,19,18,9.78,3.42,1
unskillful,18,18,9.78,3.26,1
sex,19,19,9.79,2.57,7761
district,19,19,9.79,2.76,1068
script,19,19,9.79,3.31,1000
detail,19,19,9.79,3.05,989
tend,20,19,9.79,3.03,626
atmosphere,19,19,9.79,2.02,493
frequency,19,19,9.79,2.64,337
courageous,19,19,9.79,3.14,161
attendant,19,19,9.79,3.55,158
heritage,19,19,9.79,2.25,129
horseshit,19,19,9.79,4.45,116
deluxe,19,19,9.79,3.41,98
shameless,19,19,9.79,3.63,97
devious,19,19,9.79,2.8,89
bonanza,19,19,9.79,2.82,83
sighting,19,19,9.79,3.08,79
dismount,19,19,9.79,3.01,73
heartfelt,19,19,9.79,2.84,72
executioner,19,19,9.79,2.25,69
relocate,19,19,9.79,3.55,65
consultation,19,19,9.79,2.51,64
albino,20,19,9.79,2.97,59
boomerang,19,19,9.79,2.46,47
collide,19,19,9.79,3.77,47
circulate,19,19,9.79,3.29,47
squealer,19,19,9.79,3.44,33
estimation,19,19,9.79,2.88,25
excitable,19,19,9.79,4.01,24
talky,19,19,9.79,4.73,18
passable,19,19,9.79,3.17,14
humbling,19,19,9.79,2.8,13
chickadee,19,19,9.79,5.91,12
disassemble,19,19,9.79,3.49,11
pickax,18,14,9.79,3.75,11
melodic,19,19,9.79,2.39,10
gunship,19,19,9.79,3.47,10
housebreak,18,14,9.79,4.34,6
unashamed,19,19,9.79,2.49,6
mocker,19,19,9.79,2.76,5
untroubled,19,19,9.79,2.51,4
reshaping,19,19,9.79,3.12,4
peashooter,22,19,9.79,2.68,3
headroom,20,19,9.79,3.72,3
fearfulness,19,19,9.79,2.23,2
peacemaking,19,19,9.79,3.36,2
townswoman,19,19,9.79,3.15,1
unshaken,19,19,9.79,3.05,1
marine,20,20,9.8,3.49,718
struggle,20,20,9.8,3.29,682
fracture,20,20,9.8,3.27,264
comeback,20,20,9.8,3.56,170
forge,18,15,9.8,1.74,166
merchant,20,20,9.8,2.63,146
acre,20,20,9.8,3.16,93
horrific,20,20,9.8,2.73,70
humidity,20,20,9.8,3.44,68
singular,20,20,9.8,2.02,65
friction,20,20,9.8,2.07,63
unattended,20,20,9.8,2.07,51
barley,21,20,9.8,3.38,46
diddle,18,15,9.8,4.51,43
apologetic,20,20,9.8,3.33,22
devastate,20,20,9.8,2.26,19
wiry,18,15,9.8,2.98,18
gaslight,20,20,9.8,3.4,17
boldness,20,20,9.8,3.74,11
skinless,20,20,9.8,2.65,11
dollop,18,15,9.8,3.82,10
unknowable,20,20,9.8,3.59,10
rework,20,20,9.8,3.19,8
electrify,20,20,9.8,3.24,5
sweatband,21,20,9.8,2.65,4
crispiness,20,20,9.8,2.42,1
headpin,18,15,9.8,2.98,1
blues,21,21,9.81,3.16,523
perfection,21,21,9.81,2.73,275
reschedule,21,21,9.81,3.03,180
collective,21,21,9.81,3.03,122
urgency,21,21,9.81,3.49,73
sumo,18,16,9.81,3.76,42
exerciser,18,16,9.81,3.37,2
cakey,20,16,9.81,4.46,2
stumper,19,16,9.81,3.35,2
kneeler,19,16,9.81,3.51,2
uninviting,21,21,9.81,3.33,2
fiddlestick,18,16,9.81,4.02,1
gentlemanliness,18,16,9.81,3.41,1
preshrunk,19,16,9.81,1.94,1
brow,18,17,9.82,3.64,94
surge,18,17,9.82,3,94
canopy,22,22,9.82,3.25,86
zing,18,17,9.82,2.98,60
ignite,22,22,9.82,2.81,51
genital,18,17,9.82,2.83,27
paltry,20,11,9.82,3.16,26
nightstick,18,17,9.82,3.03,21
sorceress,19,17,9.82,3.8,18
villainy,19,17,9.82,4.57,15
bucktooth,18,17,9.82,3.71,7
logger,18,17,9.82,4.43,6
ungentlemanly,19,17,9.82,3.21,4
lounger,19,17,9.82,2.65,3
blubbery,18,17,9.82,3.28,3
provable,19,17,9.82,2.94,3
dragger,19,17,9.82,3.5,2
unbolt,18,17,9.82,2.81,2
pollination,18,17,9.82,3,1
committee,18,18,9.83,2.26,1123
political,18,18,9.83,3.19,1115
scum,18,18,9.83,3.24,505
ransom,18,18,9.83,3.38,498
lunatic,19,18,9.83,3.31,433
capacity,18,18,9.83,2.36,413
logical,18,18,9.83,2.28,377
casual,18,18,9.83,2.77,373
enforcement,18,18,9.83,3.2,339
urine,18,18,9.83,3.42,332
plaza,19,18,9.83,3.26,301
scope,18,18,9.83,2.6,286
negro,18,18,9.83,3.15,274
tailor,18,18,9.83,2.66,213
mating,19,18,9.83,3.57,194
environmental,18,18,9.83,3.05,167
loner,19,18,9.83,3.68,158
reap,19,18,9.83,3.07,132
minority,18,18,9.83,3.4,113
boar,19,18,9.83,3.82,111
buzzard,20,18,9.83,3.43,93
phobia,18,18,9.83,3.24,52
imaginable,18,18,9.83,2.85,48
recap,18,18,9.83,2.36,44
timeless,18,18,9.83,2.07,44
middleweight,20,18,9.83,4.06,43
gaping,18,18,9.83,2.9,42
uppity,18,18,9.83,2.77,42
autobiography,18,18,9.83,2.28,41
ladle,21,18,9.83,4.59,38
caddie,18,18,9.83,2.46,36
deviled,19,18,9.83,3.87,29
faithless,18,18,9.83,4,27
blistering,18,18,9.83,3.52,24
lunge,19,18,9.83,3.49,24
carpentry,18,18,9.83,3.65,23
loader,19,18,9.83,4.27,23
miscalculation,18,18,9.83,2.66,23
comer,18,12,9.83,2.98,19
blackened,18,18,9.83,4.13,16
imperfection,18,18,9.83,3.2,15
goalpost,18,18,9.83,3.2,13
colonization,19,18,9.83,2.46,12
unemotional,18,18,9.83,2.57,10
biracial,20,18,9.83,3.22,9
matchless,18,18,9.83,3.49,7
correctable,18,18,9.83,2.23,5
viewfinder,18,18,9.83,3.85,4
flavorful,18,18,9.83,3.54,3
gazer,21,18,9.83,3.2,3
predawn,20,18,9.83,2.98,3
thirtyish,20,18,9.83,3.28,3
repairable,18,18,9.83,2.23,2
letterbox,19,18,9.83,4.51,2
snitcher,18,18,9.83,4.68,2
spendable,19,18,9.83,2.41,1
unthreatening,20,18,9.83,2.09,1
groundout,21,12,9.83,3.51,1
reconnection,18,18,9.83,3.37,1
apartness,19,18,9.83,4.19,1
proofreader,18,18,9.83,2.66,1
meadowy,19,12,9.83,3.41,0.5
department,19,19,9.84,3.53,3256
superior,19,19,9.84,2.34,663
bid,19,19,9.84,3.3,642
constant,19,19,9.84,2.93,506
mortal,19,19,9.84,2.81,488
pervert,19,19,9.84,3.45,352
intact,19,19,9.84,2.39,324
chauffeur,19,19,9.84,3,287
acceptable,19,19,9.84,2.67,269
treaty,19,19,9.84,2.71,239
urban,19,19,9.84,3.35,237
vague,19,19,9.84,3.06,231
flare,19,19,9.84,2.75,215
norm,19,19,9.84,2.73,170
navigator,19,19,9.84,2.03,137
descent,19,19,9.84,2.67,132
leisure,19,19,9.84,1.71,129
viper,19,19,9.84,3.48,129
mute,19,19,9.84,6.06,127
breaker,20,19,9.84,3.8,117
blacksmith,19,19,9.84,3.85,107
circumstance,19,19,9.84,2.22,105
authorize,19,19,9.84,3.1,105
preoccupied,19,19,9.84,2.75,102
neglect,19,19,9.84,4.07,86
vat,19,19,9.84,3.92,76
frigid,19,19,9.84,3.1,71
roundup,19,19,9.84,3.67,58
airtight,19,19,9.84,1.64,57
riff,22,19,9.84,2.67,57
peroxide,19,19,9.84,4.17,55
subtitle,19,19,9.84,3.3,52
exaggeration,19,19,9.84,3.1,47
sculptor,19,19,9.84,3.69,46
subscribe,19,19,9.84,2.34,44
